product_id,cell,collection,titre_produit,position,type_visuel,image_reference,output_file,taille,alt_text,image_principale,raison_regen,prompt
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,1,Packshot studio,images/1005006982242864/01-carousel.png,images-generees/1005006982242864/01-packshot-studio.png,2048x2048,"Membrane d'osmose inverse RO Bonum Vitae, photo produit sur fond blanc",oui,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,2,Mise en situation,images/1005006982242864/02-carousel.png,images-generees/1005006982242864/02-mise-en-situation.png,2048x2048,Membrane d'osmose inverse RO en situation d’utilisation,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : membrane cylindrique blanche d'osmose inverse posée à côté de son boîtier ouvert, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,5,Infographie bénéfice,images/1005006982242864/05-carousel.png,images-generees/1005006982242864/05-infographie-benefice.png,2048x2048,Membrane d'osmose inverse RO — caractéristiques clés,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte). IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,1,Packshot studio,images/1005007476627621/01-carousel.png,images-generees/1005007476627621/01-packshot-studio.png,2048x2048,"Pommeau de douche filtrant parfumé Bonum Vitae, photo produit sur fond blanc",oui,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,4,Lifestyle contexte,images/1005007476627621/04-carousel.png,images-generees/1005007476627621/04-lifestyle-contexte.png,2048x2048,Pommeau de douche filtrant parfumé Bonum Vitae installé à la maison,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : pomme de douche filtrante à main avec cartouche colorée visible, salle de bain lumineuse, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,5,Infographie bénéfice,images/1005007476627621/05-carousel.png,images-generees/1005007476627621/05-infographie-benefice.png,2048x2048,Pommeau de douche filtrant parfumé — caractéristiques clés,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte). IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,1,Packshot studio,images/1005012014156043/01-carousel.png,images-generees/1005012014156043/01-packshot-studio.png,2048x2048,"Filtre de douche parfumé anti-calcaire Bonum Vitae, photo produit sur fond blanc",oui,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,2,Mise en situation,images/1005012014156043/02-carousel.png,images-generees/1005012014156043/02-mise-en-situation.png,2048x2048,Filtre de douche parfumé anti-calcaire en situation d’utilisation,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : filtre de douche parfumé bleu monté sur flexible, gouttes d'eau, ambiance spa, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,3,Détail macro,images/1005012014156043/03-carousel.png,images-generees/1005012014156043/03-detail-macro.png,2048x2048,Filtre de douche parfumé anti-calcaire — détail de finition et matériau,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,4,Lifestyle contexte,images/1005012014156043/04-carousel.png,images-generees/1005012014156043/04-lifestyle-contexte.png,2048x2048,Filtre de douche parfumé anti-calcaire Bonum Vitae installé à la maison,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : filtre de douche parfumé bleu monté sur flexible, gouttes d'eau, ambiance spa, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005008848496706,F9,Adoucisseurs de douche (filtres douche),Filtre de pomme de douche 15/20 étapes — finition chrome,1,Packshot studio,images/1005008848496706/01-carousel.png,images-generees/1005008848496706/01-packshot-studio.png,2048x2048,"Filtre de pomme de douche 15/20 étapes Bonum Vitae, photo produit sur fond blanc",oui,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005008848496706/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005008295498961,F10,Adoucisseurs de douche (filtres douche),Filtre de douche à la vitamine C ALTHY — modèle SFH70,1,Packshot studio,images/1005008295498961/01-carousel.png,images-generees/1005008295498961/01-packshot-studio.png,2048x2048,"Filtre de douche à la vitamine C ALTHY Bonum Vitae, photo produit sur fond blanc",oui,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005008295498961/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005008295498961,F10,Adoucisseurs de douche (filtres douche),Filtre de douche à la vitamine C ALTHY — modèle SFH70,5,Infographie bénéfice,images/1005008295498961/05-carousel.png,images-generees/1005008295498961/05-infographie-benefice.png,2048x2048,Filtre de douche à la vitamine C ALTHY — caractéristiques clés,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005008295498961/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte). IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005006995593983,F23,Carafes filtrantes,"Bouilloire filtrante domestique — 3 filtres, eau du robinet | AquaPur",5,Infographie bénéfice,images/1005006995593983/05-carousel.png,images-generees/1005006995593983/05-infographie-benefice.png,2048x2048,Bouilloire filtrante domestique — caractéristiques clés,non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005006995593983/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte). IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005008660249482,F24,Carafes filtrantes,"Carafe d'eau alcaline minérale 3,5 L ALTHY",2,Mise en situation,images/1005008660249482/02-carousel.png,images-generees/1005008660249482/02-mise-en-situation.png,2048x2048,"Carafe d'eau alcaline minérale 3,5 L ALTHY en situation d’utilisation",non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005008660249482/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : carafe filtrante à eau alcaline haut de gamme sur un plan de travail, lumière naturelle, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005008660249482,F24,Carafes filtrantes,"Carafe d'eau alcaline minérale 3,5 L ALTHY",4,Lifestyle contexte,images/1005008660249482/04-carousel.png,images-generees/1005008660249482/04-lifestyle-contexte.png,2048x2048,"Carafe d'eau alcaline minérale 3,5 L ALTHY Bonum Vitae installé à la maison",non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005008660249482/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : carafe filtrante à eau alcaline haut de gamme sur un plan de travail, lumière naturelle, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté. IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
1005008660249482,F24,Carafes filtrantes,"Carafe d'eau alcaline minérale 3,5 L ALTHY",5,Infographie bénéfice,images/1005008660249482/05-carousel.png,images-generees/1005008660249482/05-infographie-benefice.png,2048x2048,"Carafe d'eau alcaline minérale 3,5 L ALTHY — caractéristiques clés",non,texte_parasite,"[IMAGE DE RÉFÉRENCE : images/1005008660249482/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, materiau). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte). IMPORTANT : NE reproduis AUCUN texte, logo, etiquette, badge, autocollant, marquage, code ni certification — ni sur le produit, ni en arriere-plan. La surface du produit doit etre LISSE et VIERGE de toute inscription. Produit generique non marque, aspect neuf et epure."
