product_id,cell,collection,titre_produit,position,type_visuel,image_reference,output_file,taille,alt_text,image_principale,prompt
1005008768999224,F16,Osmoseurs (osmose inverse),Osmoseur de cuisine SHUANGLI 600G — osmose inverse,1,Packshot studio,images/1005008768999224/01-carousel.png,images-generees/1005008768999224/01-packshot-studio.png,2048x2048,"Osmoseur de cuisine SHUANGLI 600G Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005008768999224/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005008768999224,F16,Osmoseurs (osmose inverse),Osmoseur de cuisine SHUANGLI 600G — osmose inverse,2,Mise en situation,images/1005008768999224/02-carousel.png,images-generees/1005008768999224/02-mise-en-situation.png,2048x2048,Osmoseur de cuisine SHUANGLI 600G en situation d’utilisation,non,"[IMAGE DE RÉFÉRENCE : images/1005008768999224/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : osmoseur de cuisine blanc SHUANGLI sous évier, robinet chromé dédié, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005008768999224,F16,Osmoseurs (osmose inverse),Osmoseur de cuisine SHUANGLI 600G — osmose inverse,3,Détail macro,images/1005008768999224/03-carousel.png,images-generees/1005008768999224/03-detail-macro.png,2048x2048,Osmoseur de cuisine SHUANGLI 600G — détail de finition et matériau,non,"[IMAGE DE RÉFÉRENCE : images/1005008768999224/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005008768999224,F16,Osmoseurs (osmose inverse),Osmoseur de cuisine SHUANGLI 600G — osmose inverse,4,Lifestyle contexte,images/1005008768999224/04-carousel.png,images-generees/1005008768999224/04-lifestyle-contexte.png,2048x2048,Osmoseur de cuisine SHUANGLI 600G Bonum Vitae installé à la maison,non,"[IMAGE DE RÉFÉRENCE : images/1005008768999224/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : osmoseur de cuisine blanc SHUANGLI sous évier, robinet chromé dédié, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005008768999224,F16,Osmoseurs (osmose inverse),Osmoseur de cuisine SHUANGLI 600G — osmose inverse,5,Infographie bénéfice,images/1005008768999224/05-carousel.png,images-generees/1005008768999224/05-infographie-benefice.png,2048x2048,Osmoseur de cuisine SHUANGLI 600G — caractéristiques clés,non,"[IMAGE DE RÉFÉRENCE : images/1005008768999224/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
1005009661849903,F17,Osmoseurs (osmose inverse),Filtration par osmose inverse OSWNKW 600 GPD haut débit,1,Packshot studio,images/1005009661849903/01-carousel.png,images-generees/1005009661849903/01-packshot-studio.png,2048x2048,"Filtration par osmose inverse OSWNKW 600 GPD haut débit Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005009661849903/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005009661849903,F17,Osmoseurs (osmose inverse),Filtration par osmose inverse OSWNKW 600 GPD haut débit,2,Mise en situation,images/1005009661849903/02-carousel.png,images-generees/1005009661849903/02-mise-en-situation.png,2048x2048,Filtration par osmose inverse OSWNKW 600 GPD haut débit en situation d’utilisation,non,"[IMAGE DE RÉFÉRENCE : images/1005009661849903/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : système d'osmose inverse haut débit sous évier, cartouches filtrantes alignées, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005009661849903,F17,Osmoseurs (osmose inverse),Filtration par osmose inverse OSWNKW 600 GPD haut débit,3,Détail macro,images/1005009661849903/03-carousel.png,images-generees/1005009661849903/03-detail-macro.png,2048x2048,Filtration par osmose inverse OSWNKW 600 GPD haut débit — détail de finition et matériau,non,"[IMAGE DE RÉFÉRENCE : images/1005009661849903/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005009661849903,F17,Osmoseurs (osmose inverse),Filtration par osmose inverse OSWNKW 600 GPD haut débit,4,Lifestyle contexte,images/1005009661849903/04-carousel.png,images-generees/1005009661849903/04-lifestyle-contexte.png,2048x2048,Filtration par osmose inverse OSWNKW 600 GPD haut débit Bonum Vitae installé à la maison,non,"[IMAGE DE RÉFÉRENCE : images/1005009661849903/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : système d'osmose inverse haut débit sous évier, cartouches filtrantes alignées, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005009661849903,F17,Osmoseurs (osmose inverse),Filtration par osmose inverse OSWNKW 600 GPD haut débit,5,Infographie bénéfice,images/1005009661849903/05-carousel.png,images-generees/1005009661849903/05-infographie-benefice.png,2048x2048,Filtration par osmose inverse OSWNKW 600 GPD haut débit — caractéristiques clés,non,"[IMAGE DE RÉFÉRENCE : images/1005009661849903/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,1,Packshot studio,images/1005006982242864/01-carousel.png,images-generees/1005006982242864/01-packshot-studio.png,2048x2048,"Membrane d'osmose inverse RO Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,2,Mise en situation,images/1005006982242864/02-carousel.png,images-generees/1005006982242864/02-mise-en-situation.png,2048x2048,Membrane d'osmose inverse RO en situation d’utilisation,non,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : membrane cylindrique blanche d'osmose inverse posée à côté de son boîtier ouvert, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,3,Détail macro,images/1005006982242864/03-carousel.png,images-generees/1005006982242864/03-detail-macro.png,2048x2048,Membrane d'osmose inverse RO — détail de finition et matériau,non,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,4,Lifestyle contexte,images/1005006982242864/04-carousel.png,images-generees/1005006982242864/04-lifestyle-contexte.png,2048x2048,Membrane d'osmose inverse RO Bonum Vitae installé à la maison,non,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : membrane cylindrique blanche d'osmose inverse posée à côté de son boîtier ouvert, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005006982242864,F18,Osmoseurs (osmose inverse),Membrane d'osmose inverse RO — cartouche de remplacement,5,Infographie bénéfice,images/1005006982242864/05-carousel.png,images-generees/1005006982242864/05-infographie-benefice.png,2048x2048,Membrane d'osmose inverse RO — caractéristiques clés,non,"[IMAGE DE RÉFÉRENCE : images/1005006982242864/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
1005007377321264,F6,Adoucisseurs de douche (filtres douche),Filtre de douche 15-20 étapes — anti-chlore et métaux,1,Packshot studio,images/1005007377321264/01-carousel.png,images-generees/1005007377321264/01-packshot-studio.png,2048x2048,"Filtre de douche 15-20 étapes Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005007377321264/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007377321264,F6,Adoucisseurs de douche (filtres douche),Filtre de douche 15-20 étapes — anti-chlore et métaux,2,Mise en situation,images/1005007377321264/02-carousel.png,images-generees/1005007377321264/02-mise-en-situation.png,2048x2048,Filtre de douche 15-20 étapes en situation d’utilisation,non,"[IMAGE DE RÉFÉRENCE : images/1005007377321264/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre de douche inox cylindrique vissé sur un flexible chromé dans une salle de bain claire, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007377321264,F6,Adoucisseurs de douche (filtres douche),Filtre de douche 15-20 étapes — anti-chlore et métaux,3,Détail macro,images/1005007377321264/03-carousel.png,images-generees/1005007377321264/03-detail-macro.png,2048x2048,Filtre de douche 15-20 étapes — détail de finition et matériau,non,"[IMAGE DE RÉFÉRENCE : images/1005007377321264/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007377321264,F6,Adoucisseurs de douche (filtres douche),Filtre de douche 15-20 étapes — anti-chlore et métaux,4,Lifestyle contexte,images/1005007377321264/04-carousel.png,images-generees/1005007377321264/04-lifestyle-contexte.png,2048x2048,Filtre de douche 15-20 étapes Bonum Vitae installé à la maison,non,"[IMAGE DE RÉFÉRENCE : images/1005007377321264/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre de douche inox cylindrique vissé sur un flexible chromé dans une salle de bain claire, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007377321264,F6,Adoucisseurs de douche (filtres douche),Filtre de douche 15-20 étapes — anti-chlore et métaux,5,Infographie bénéfice,images/1005007377321264/05-carousel.png,images-generees/1005007377321264/05-infographie-benefice.png,2048x2048,Filtre de douche 15-20 étapes — caractéristiques clés,non,"[IMAGE DE RÉFÉRENCE : images/1005007377321264/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,1,Packshot studio,images/1005007476627621/01-carousel.png,images-generees/1005007476627621/01-packshot-studio.png,2048x2048,"Pommeau de douche filtrant parfumé Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,2,Mise en situation,images/1005007476627621/02-carousel.png,images-generees/1005007476627621/02-mise-en-situation.png,2048x2048,Pommeau de douche filtrant parfumé en situation d’utilisation,non,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : pomme de douche filtrante à main avec cartouche colorée visible, salle de bain lumineuse, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,3,Détail macro,images/1005007476627621/03-carousel.png,images-generees/1005007476627621/03-detail-macro.png,2048x2048,Pommeau de douche filtrant parfumé — détail de finition et matériau,non,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,4,Lifestyle contexte,images/1005007476627621/04-carousel.png,images-generees/1005007476627621/04-lifestyle-contexte.png,2048x2048,Pommeau de douche filtrant parfumé Bonum Vitae installé à la maison,non,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : pomme de douche filtrante à main avec cartouche colorée visible, salle de bain lumineuse, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005007476627621,F7,Adoucisseurs de douche (filtres douche),Pommeau de douche filtrant parfumé — eau adoucie,5,Infographie bénéfice,images/1005007476627621/05-carousel.png,images-generees/1005007476627621/05-infographie-benefice.png,2048x2048,Pommeau de douche filtrant parfumé — caractéristiques clés,non,"[IMAGE DE RÉFÉRENCE : images/1005007476627621/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,1,Packshot studio,images/1005012014156043/01-carousel.png,images-generees/1005012014156043/01-packshot-studio.png,2048x2048,"Filtre de douche parfumé anti-calcaire Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,2,Mise en situation,images/1005012014156043/02-carousel.png,images-generees/1005012014156043/02-mise-en-situation.png,2048x2048,Filtre de douche parfumé anti-calcaire en situation d’utilisation,non,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/02-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre de douche parfumé bleu monté sur flexible, gouttes d'eau, ambiance spa, éclairage naturel, cadrage produit, photoréaliste. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,3,Détail macro,images/1005012014156043/03-carousel.png,images-generees/1005012014156043/03-detail-macro.png,2048x2048,Filtre de douche parfumé anti-calcaire — détail de finition et matériau,non,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/03-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : gros plan macro sur la matière, la finition et les raccords du produit, profondeur de champ courte, lumière rasante. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,4,Lifestyle contexte,images/1005012014156043/04-carousel.png,images-generees/1005012014156043/04-lifestyle-contexte.png,2048x2048,Filtre de douche parfumé anti-calcaire Bonum Vitae installé à la maison,non,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/04-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : filtre de douche parfumé bleu monté sur flexible, gouttes d'eau, ambiance spa, ambiance de vie réaliste, décor épuré et lumineux, rendu magazine déco. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
1005012014156043,F8,Adoucisseurs de douche (filtres douche),Filtre de douche parfumé anti-calcaire — corps ABS,5,Infographie bénéfice,images/1005012014156043/05-carousel.png,images-generees/1005012014156043/05-infographie-benefice.png,2048x2048,Filtre de douche parfumé anti-calcaire — caractéristiques clés,non,"[IMAGE DE RÉFÉRENCE : images/1005012014156043/05-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : présentation e-commerce du produit sur fond clair avec espace pour superposer un texte de bénéfice (ex. specs clés), style épuré. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté (laisser une zone vide pour le texte)."
1005008848496706,F9,Adoucisseurs de douche (filtres douche),Filtre de pomme de douche 15/20 étapes — finition chrome,1,Packshot studio,images/1005008848496706/01-carousel.png,images-generees/1005008848496706/01-packshot-studio.png,2048x2048,"Filtre de pomme de douche 15/20 étapes Bonum Vitae, photo produit sur fond blanc",oui,"[IMAGE DE RÉFÉRENCE : images/1005008848496706/01-carousel.png] Reproduis FIDÈLEMENT le produit de l'image de référence (forme, proportions, couleur, finition, logo/texte). Scène : fond blanc pur studio e-commerce, produit centré vue 3/4, ombre portée douce, éclairage diffus, ultra net. Format 4:5 vertical, qualité photo e-commerce, haute résolution, sans watermark, sans texte ajouté."
